under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
24880,612,7604,-16000,421,-22039,-12612,-4768,-11256,3635,-20615,4068
15732,1028,-6212,0,0,0,-13020,-5316,-1312,32420,9238,-6155
6212,-2932,-8968,-5206,-841,-3746,-11268,-5776,1080,-16919,-10600,1722
23036,7696,21200,-19851,-18640,3447,-13616,-3644,2720,1103,4257,-3923
32767,188,-8796,0,0,0,13792,-16296,32767,-1475,8479,2434
0,0,0,0,0,0,-25248,-4552,-2760,-8386,2582,10120
14988,6456,3936,1226,10420,4430,-9688,-5132,-10260,9780,-6915,6296
15860,-3448,-3628,8279,6960,-4995,-12948,-5116,1060,30981,-2533,-8346
8492,292,-4896,3011,-3175,-2643,-12112,-6512,-188,-15724,-13887,3719
14928,6572,7088,2550,-13707,-480,-12808,-6016,3328,-1786,1058,-3538
