under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
10064,-24836,-32768,32767,-32194,30403,-32768,180,-32768,-11683,-31727,13643
28956,12884,12380,-5422,-19396,32767,23028,-11476,-22040,-5841,-28463,-6861
-2324,-1256,16656,20311,6407,10719,-692,-3160,26600,9349,-28815,3182
32767,-17308,4192,-14246,6777,-32768,-14400,-11872,-32768,19876,24005,-18443
-8428,-22896,-11692,1620,15452,-4074,-21484,4172,7692,9540,32767,-8821
8524,10156,12676,32767,4280,-3622,-7912,-19592,19928,4096,802,-4902
32767,-8616,-18540,20869,-1585,30117,-32768,-16812,-32768,-1159,-25794,17971
20284,19884,5284,476,2968,32767,22652,-8224,-16632,-16580,-25320,-8443
2064,5304,20696,11972,10291,1013,27424,11092,-31860,19981,32767,3989
32767,-14640,-4052,-2422,12095,-32768,-32768,-8576,-32768,8029,32767,-16795
-13224,-15832,-12644,-2332,7894,3343,-16944,11840,10496,20493,24939,-8318
-9008,-9444,-13600,32767,-14965,18708,-16848,-7348,14312,4933,-11709,-5224
32767,-19476,-4936,4149,5113,29321,-32768,-9888,-32768,7766,-19459,25296
12316,20656,5904,21012,32767,32767,11960,4456,-22068,-3010,-16418,-5170
5900,12316,17184,15948,-4207,4088,18376,23840,-32768,-632,32767,-4172
32767,-14748,-4904,-9099,15664,-32768,-32768,-16252,-32768,13011,32767,-16188
-4468,-6964,-12316,642,4819,3402,-19608,16132,11176,17210,14365,-6972
-4852,-4464,-17116,32767,-7399,17458,-17400,-4644,13728,11163,-15243,-6493
32767,-21840,-3432,-329,3632,27667,-32768,-9512,-32768,8743,-21742,23774
13232,24360,4064,-3635,32767,32150,13288,6104,-19696,-10305,-13490,-4054
5692,11644,18900,13006,-115,-2291,-3068,15164,-31416,301,31284,2405
32767,-19932,-4336,77,8628,-32768,-32768,-1380,-29220,11464,32767,-15702
-5164,-3088,-11664,-896,185,-1020,-17360,19972,13008,7943,14311,-7226
676,500,-12868,32767,-32220,21564,-22244,-136,13192,10421,-15918,-7558
32767,-10384,-4848,1360,-6273,32767,-17600,-1608,-32768,10836,-22829,20158
1724,32767,3424,-15739,32767,20919,12200,4448,-7592,-16264,-15760,-1165
22656,16124,7284,17263,1438,-4163,-32768,8680,32767,-32768,-30238,-5002
-2184,2744,-7480,-7966,-2859,-18546,-9552,15828,25044,1786,11556,-3883
32767,-13388,1284,-19473,14180,5564,-32768,18560,-9736,12822,-22917,4849
32767,15480,13776,-959,-12454,32767,-5248,-4952,-29832,-4666,-26427,5274
-1460,32767,10476,-14444,-11327,7894,2044,-1508,-776,-22016,-10092,-2814
24972,17508,-4988,16379,-2348,-7142,-32768,-18920,-5976,-25187,11559,3710
28896,-16420,-1100,-5084,18970,-28355,-32768,8692,-7128,1708,32767,-12426
-6716,13216,-4844,754,680,-15281,-6332,12688,21192,2909,18201,-3310
32767,32767,32767,12272,-6546,-3413,-32768,22912,-9088,10022,-18556,3927
32767,7080,268,-338,-13216,32767,-11884,-8312,-25996,-3304,-24501,8046
128,32360,5336,-5789,-6743,12015,6100,748,-7084,-22436,-11789,-288
15284,4196,8084,16124,7004,-10168,-32768,-16848,32767,-32768,-32768,-2168
25536,-19524,-5100,-1533,17353,-29942,-32768,10216,-1312,-1520,31611,-13868
-7012,20880,6776,12155,45,-17779,-4028,6872,10432,-3922,13514,-7579
6168,-32768,-13708,-32046,-22554,-15607,-32768,3720,-14768,-11587,-19577,6944
32767,1208,8320,14565,-10817,25084,-9680,-7368,-20376,-16612,-22905,3670
3680,15312,2460,18947,10079,14519,-4132,-2536,4268,-16800,-24322,-8415
