under_body2_AX,under_body2_AY,under_body2_AZ,under_body2_GX,under_body2_GY,under_body2_GZ,under_body3_AX,under_body3_AY,under_body3_AZ,under_body3_GX,under_body3_GY,under_body3_GZ
-7636,-5352,-8032,2037,-12324,1358,-7600,-2096,32767,-2853,-6045,-753
-11960,-5436,-11572,7879,3951,-4883,6312,-6752,19876,-21713,-8517,10586
26900,24064,-29172,-3717,-2939,9766,-31548,-24572,-22472,31684,31088,24643
18328,-468,32767,9151,32767,2108,17516,-3636,-7264,-18140,-32768,1108
-17052,6036,21948,-14270,-9070,-14421,-4164,9360,-8444,13162,32767,4946
32767,6164,-16172,1846,11403,-21078,-32768,-16152,-31568,-6666,-25733,-2028
-8808,-5540,-10156,1790,949,1785,-8632,272,32767,16689,8810,-7625
-10000,1684,1648,28315,6885,-16425,8572,-6516,22908,-6230,778,4532
13532,9600,-32768,-2722,-13005,7377,-32768,-26080,-30212,28294,27772,27539
17772,-6128,32767,11088,21833,-1482,20260,-3416,-6404,-20938,-32768,755
-18844,13552,19520,-26675,-11298,-17009,1256,8480,-11256,1061,32767,-563
32767,8508,-24660,2228,13579,-13410,-2164,-7076,-32768,-21231,-32768,7750
-8636,-8748,-10760,-4311,11531,1422,-32768,592,3804,32767,32767,-22445
628,5760,9144,23417,-7488,-18339,-3464,22356,27012,290,8152,3666
4140,13768,-32768,12850,-21937,2180,-32768,-32768,-32768,6433,16716,17700
23440,1164,20064,32296,13750,7013,16016,-10488,-11808,-11616,-32768,3442
-25928,13348,29504,-18595,-4759,-12206,1656,8940,-8280,12342,32450,2976
32767,10472,-23816,9825,22923,-21060,-32768,-15020,-32692,-2532,-32768,-10268
-11312,-9444,-11376,1552,10649,-533,-20732,-44,18804,32767,23851,-19809
15416,-18092,22032,8117,-20190,-7647,-5256,8152,22264,-4485,7496,3684
32767,6708,-18552,-14362,698,10817,-28920,-14264,-23636,32767,16386,27326
15896,280,28336,16277,32767,7774,14576,-1420,-9288,-5726,-22219,176
-13916,11376,22936,-19335,-10289,-9945,19284,-11608,-6776,443,4143,-5787
32767,5060,-15948,-2041,19858,-22652,-32768,-17336,-18084,-8274,-21262,-11000
-6748,-5176,-8960,-1507,5785,1236,-24352,-10412,14036,32767,25083,-16402
-1924,8248,3732,15062,-7086,-12549,-1060,13924,19496,5565,9628,1340
1028,4564,-32768,-495,-18163,6036,-32768,-32768,-31920,12481,17509,18217
25608,13816,32767,32767,1963,10336,15392,-10344,-10608,-12651,-32768,1144
-18108,17596,19244,-20556,2629,-20986,-2008,10620,13504,20793,15036,637
